sample_id,task_id,template_family,task_set,split,variant_name,language,domain,gold_tool,intent,need_clarification,clarification_fields,distractor_tools,gold_params
update_order_ext_003__ambiguous,update_order_ext_003,update_order_002,external_eval,external_eval,ambiguous,en,commerce,update_order,Cancel an order for ORD-22125,False,[],"[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""ORD-22125"", ""status"": ""cancelled"", ""note"": ""manual fraud review requested cancellation""}"
update_order_ext_003__clear,update_order_ext_003,update_order_002,external_eval,external_eval,clear,en,commerce,update_order,Cancel an order for ORD-22125,False,[],"[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""ORD-22125"", ""status"": ""cancelled"", ""note"": ""manual fraud review requested cancellation""}"
update_order_ext_003__incomplete,update_order_ext_003,update_order_002,external_eval,external_eval,incomplete,en,commerce,update_order,Cancel an order for ORD-22125,True,"[""order_id""]","[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""ORD-22125"", ""status"": ""cancelled"", ""note"": ""manual fraud review requested cancellation""}"
update_order_ext_003__misleading,update_order_ext_003,update_order_002,external_eval,external_eval,misleading,en,commerce,update_order,Cancel an order for ORD-22125,False,[],"[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""ORD-22125"", ""status"": ""cancelled"", ""note"": ""manual fraud review requested cancellation""}"
update_order_ext_004__ambiguous,update_order_ext_004,update_order_002,external_eval,external_eval,ambiguous,en,commerce,update_order,Cancel an order for ORD-22137,False,[],"[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""ORD-22137"", ""status"": ""cancelled"", ""note"": ""merchant closed order after address mismatch""}"
update_order_ext_004__clear,update_order_ext_004,update_order_002,external_eval,external_eval,clear,en,commerce,update_order,Cancel an order for ORD-22137,False,[],"[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""ORD-22137"", ""status"": ""cancelled"", ""note"": ""merchant closed order after address mismatch""}"
update_order_ext_004__incomplete,update_order_ext_004,update_order_002,external_eval,external_eval,incomplete,en,commerce,update_order,Cancel an order for ORD-22137,True,"[""order_id""]","[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""ORD-22137"", ""status"": ""cancelled"", ""note"": ""merchant closed order after address mismatch""}"
update_order_ext_004__misleading,update_order_ext_004,update_order_002,external_eval,external_eval,misleading,en,commerce,update_order,Cancel an order for ORD-22137,False,[],"[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""ORD-22137"", ""status"": ""cancelled"", ""note"": ""merchant closed order after address mismatch""}"
update_order_ext_005__ambiguous,update_order_ext_005,update_order_003,external_eval,external_eval,ambiguous,zh,commerce,update_order,Mark an order as delivered：SO-88736,False,[],"[""query_order_status"", ""search_database""]","{""order_id"": ""SO-88736"", ""status"": ""delivered"", ""note"": ""carrier marked final delivery complete""}"
update_order_ext_005__clear,update_order_ext_005,update_order_003,external_eval,external_eval,clear,zh,commerce,update_order,Mark an order as delivered：SO-88736,False,[],"[""query_order_status"", ""search_database""]","{""order_id"": ""SO-88736"", ""status"": ""delivered"", ""note"": ""carrier marked final delivery complete""}"
update_order_ext_005__incomplete,update_order_ext_005,update_order_003,external_eval,external_eval,incomplete,zh,commerce,update_order,Mark an order as delivered：SO-88736,True,"[""order_id""]","[""query_order_status"", ""search_database""]","{""order_id"": ""SO-88736"", ""status"": ""delivered"", ""note"": ""carrier marked final delivery complete""}"
update_order_ext_005__misleading,update_order_ext_005,update_order_003,external_eval,external_eval,misleading,zh,commerce,update_order,Mark an order as delivered：SO-88736,False,[],"[""query_order_status"", ""search_database""]","{""order_id"": ""SO-88736"", ""status"": ""delivered"", ""note"": ""carrier marked final delivery complete""}"
update_order_ext_006__ambiguous,update_order_ext_006,update_order_003,external_eval,external_eval,ambiguous,zh,commerce,update_order,Mark an order as delivered：SO-88748,False,[],"[""query_order_status"", ""search_database""]","{""order_id"": ""SO-88748"", ""status"": ""delivered"", ""note"": ""recipient OTP verification passed""}"
update_order_ext_006__clear,update_order_ext_006,update_order_003,external_eval,external_eval,clear,zh,commerce,update_order,Mark an order as delivered：SO-88748,False,[],"[""query_order_status"", ""search_database""]","{""order_id"": ""SO-88748"", ""status"": ""delivered"", ""note"": ""recipient OTP verification passed""}"
update_order_ext_006__incomplete,update_order_ext_006,update_order_003,external_eval,external_eval,incomplete,zh,commerce,update_order,Mark an order as delivered：SO-88748,True,"[""order_id""]","[""query_order_status"", ""search_database""]","{""order_id"": ""SO-88748"", ""status"": ""delivered"", ""note"": ""recipient OTP verification passed""}"
update_order_ext_006__misleading,update_order_ext_006,update_order_003,external_eval,external_eval,misleading,zh,commerce,update_order,Mark an order as delivered：SO-88748,False,[],"[""query_order_status"", ""search_database""]","{""order_id"": ""SO-88748"", ""status"": ""delivered"", ""note"": ""recipient OTP verification passed""}"
update_order_ext_007__ambiguous,update_order_ext_007,update_order_004,external_eval,external_eval,ambiguous,en,commerce,update_order,Mark an order as packed for CN-2026-456,False,[],"[""query_order_status"", ""search_database""]","{""order_id"": ""CN-2026-456"", ""status"": ""packed"", ""note"": ""special insert added before sealing""}"
update_order_ext_007__clear,update_order_ext_007,update_order_004,external_eval,external_eval,clear,en,commerce,update_order,Mark an order as packed for CN-2026-456,False,[],"[""query_order_status"", ""search_database""]","{""order_id"": ""CN-2026-456"", ""status"": ""packed"", ""note"": ""special insert added before sealing""}"
update_order_ext_007__incomplete,update_order_ext_007,update_order_004,external_eval,external_eval,incomplete,en,commerce,update_order,Mark an order as packed for CN-2026-456,True,"[""order_id""]","[""query_order_status"", ""search_database""]","{""order_id"": ""CN-2026-456"", ""status"": ""packed"", ""note"": ""special insert added before sealing""}"
update_order_ext_007__misleading,update_order_ext_007,update_order_004,external_eval,external_eval,misleading,en,commerce,update_order,Mark an order as packed for CN-2026-456,False,[],"[""query_order_status"", ""search_database""]","{""order_id"": ""CN-2026-456"", ""status"": ""packed"", ""note"": ""special insert added before sealing""}"
update_order_ext_008__ambiguous,update_order_ext_008,update_order_004,external_eval,external_eval,ambiguous,en,commerce,update_order,Mark an order as packed for CN-2026-468,False,[],"[""query_order_status"", ""search_database""]","{""order_id"": ""CN-2026-468"", ""status"": ""packed"", ""note"": ""multi-item carton packed and weighed""}"
update_order_ext_008__clear,update_order_ext_008,update_order_004,external_eval,external_eval,clear,en,commerce,update_order,Mark an order as packed for CN-2026-468,False,[],"[""query_order_status"", ""search_database""]","{""order_id"": ""CN-2026-468"", ""status"": ""packed"", ""note"": ""multi-item carton packed and weighed""}"
update_order_ext_008__incomplete,update_order_ext_008,update_order_004,external_eval,external_eval,incomplete,en,commerce,update_order,Mark an order as packed for CN-2026-468,True,"[""order_id""]","[""query_order_status"", ""search_database""]","{""order_id"": ""CN-2026-468"", ""status"": ""packed"", ""note"": ""multi-item carton packed and weighed""}"
update_order_ext_008__misleading,update_order_ext_008,update_order_004,external_eval,external_eval,misleading,en,commerce,update_order,Mark an order as packed for CN-2026-468,False,[],"[""query_order_status"", ""search_database""]","{""order_id"": ""CN-2026-468"", ""status"": ""packed"", ""note"": ""multi-item carton packed and weighed""}"
update_order_ext_009__ambiguous,update_order_ext_009,update_order_005,external_eval,external_eval,ambiguous,zh,commerce,update_order,Set an order back to pending：RET-55635,False,[],"[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""RET-55635"", ""status"": ""pending"", ""note"": ""manual review queue assigned""}"
update_order_ext_009__clear,update_order_ext_009,update_order_005,external_eval,external_eval,clear,zh,commerce,update_order,Set an order back to pending：RET-55635,False,[],"[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""RET-55635"", ""status"": ""pending"", ""note"": ""manual review queue assigned""}"
update_order_ext_009__incomplete,update_order_ext_009,update_order_005,external_eval,external_eval,incomplete,zh,commerce,update_order,Set an order back to pending：RET-55635,True,"[""order_id""]","[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""RET-55635"", ""status"": ""pending"", ""note"": ""manual review queue assigned""}"
update_order_ext_009__misleading,update_order_ext_009,update_order_005,external_eval,external_eval,misleading,zh,commerce,update_order,Set an order back to pending：RET-55635,False,[],"[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""RET-55635"", ""status"": ""pending"", ""note"": ""manual review queue assigned""}"
update_order_ext_010__ambiguous,update_order_ext_010,update_order_005,external_eval,external_eval,ambiguous,zh,commerce,update_order,Set an order back to pending：RET-55647,False,[],"[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""RET-55647"", ""status"": ""pending"", ""note"": ""inventory reconciliation still open""}"
update_order_ext_010__clear,update_order_ext_010,update_order_005,external_eval,external_eval,clear,zh,commerce,update_order,Set an order back to pending：RET-55647,False,[],"[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""RET-55647"", ""status"": ""pending"", ""note"": ""inventory reconciliation still open""}"
update_order_ext_010__incomplete,update_order_ext_010,update_order_005,external_eval,external_eval,incomplete,zh,commerce,update_order,Set an order back to pending：RET-55647,True,"[""order_id""]","[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""RET-55647"", ""status"": ""pending"", ""note"": ""inventory reconciliation still open""}"
update_order_ext_010__misleading,update_order_ext_010,update_order_005,external_eval,external_eval,misleading,zh,commerce,update_order,Set an order back to pending：RET-55647,False,[],"[""query_order_status"", ""create_support_ticket""]","{""order_id"": ""RET-55647"", ""status"": ""pending"", ""note"": ""inventory reconciliation still open""}"
book_flight_001__ambiguous,book_flight_001,book_flight_001,main,dev,ambiguous,zh,travel,book_flight,Book a Shanghai to Beijing flight,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-05-12"", ""flight_no"": ""MU123"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""economy""}"
book_flight_001__clear,book_flight_001,book_flight_001,main,dev,clear,zh,travel,book_flight,Book a Shanghai to Beijing flight,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-05-12"", ""flight_no"": ""MU123"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""economy""}"
book_flight_001__incomplete,book_flight_001,book_flight_001,main,dev,incomplete,zh,travel,book_flight,Book a Shanghai to Beijing flight,True,"[""date"", ""origin"", ""destination""]","[""change_flight"", ""search_web""]","{""date"": ""2026-05-12"", ""flight_no"": ""MU123"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""economy""}"
book_flight_001__misleading,book_flight_001,book_flight_001,main,dev,misleading,zh,travel,book_flight,Book a Shanghai to Beijing flight,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-05-12"", ""flight_no"": ""MU123"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""economy""}"
book_flight_002__ambiguous,book_flight_002,book_flight_001,main,dev,ambiguous,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-05-17）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-05-17"", ""flight_no"": ""MU128"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""premium_economy""}"
book_flight_002__clear,book_flight_002,book_flight_001,main,dev,clear,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-05-17）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-05-17"", ""flight_no"": ""MU128"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""premium_economy""}"
book_flight_002__incomplete,book_flight_002,book_flight_001,main,dev,incomplete,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-05-17）,True,"[""date"", ""origin"", ""destination""]","[""change_flight"", ""search_web""]","{""date"": ""2026-05-17"", ""flight_no"": ""MU128"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""premium_economy""}"
book_flight_002__misleading,book_flight_002,book_flight_001,main,dev,misleading,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-05-17）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-05-17"", ""flight_no"": ""MU128"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""premium_economy""}"
book_flight_003__ambiguous,book_flight_003,book_flight_001,main,dev,ambiguous,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-05-24）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-05-24"", ""flight_no"": ""MU135"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""economy""}"
book_flight_003__clear,book_flight_003,book_flight_001,main,dev,clear,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-05-24）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-05-24"", ""flight_no"": ""MU135"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""economy""}"
book_flight_003__incomplete,book_flight_003,book_flight_001,main,dev,incomplete,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-05-24）,True,"[""date"", ""origin"", ""destination""]","[""change_flight"", ""search_web""]","{""date"": ""2026-05-24"", ""flight_no"": ""MU135"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""economy""}"
book_flight_003__misleading,book_flight_003,book_flight_001,main,dev,misleading,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-05-24）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-05-24"", ""flight_no"": ""MU135"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""economy""}"
book_flight_004__ambiguous,book_flight_004,book_flight_001,main,dev,ambiguous,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-05-31）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-05-31"", ""flight_no"": ""MU142"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""premium_economy""}"
book_flight_004__clear,book_flight_004,book_flight_001,main,dev,clear,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-05-31）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-05-31"", ""flight_no"": ""MU142"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""premium_economy""}"
book_flight_004__incomplete,book_flight_004,book_flight_001,main,dev,incomplete,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-05-31）,True,"[""date"", ""origin"", ""destination""]","[""change_flight"", ""search_web""]","{""date"": ""2026-05-31"", ""flight_no"": ""MU142"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""premium_economy""}"
book_flight_004__misleading,book_flight_004,book_flight_001,main,dev,misleading,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-05-31）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-05-31"", ""flight_no"": ""MU142"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""premium_economy""}"
book_flight_005__ambiguous,book_flight_005,book_flight_001,main,dev,ambiguous,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-06-14）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-14"", ""flight_no"": ""MU156"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""economy""}"
book_flight_005__clear,book_flight_005,book_flight_001,main,dev,clear,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-06-14）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-14"", ""flight_no"": ""MU156"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""economy""}"
book_flight_005__incomplete,book_flight_005,book_flight_001,main,dev,incomplete,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-06-14）,True,"[""date"", ""origin"", ""destination""]","[""change_flight"", ""search_web""]","{""date"": ""2026-06-14"", ""flight_no"": ""MU156"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""economy""}"
book_flight_005__misleading,book_flight_005,book_flight_001,main,dev,misleading,zh,travel,book_flight,Book a Shanghai to Beijing flight（2026-06-14）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-14"", ""flight_no"": ""MU156"", ""origin"": ""Shanghai"", ""destination"": ""Beijing"", ""seat_class"": ""economy""}"
book_flight_006__ambiguous,book_flight_006,book_flight_002,main,train,ambiguous,en,travel,book_flight,Book a Beijing to Shenzhen flight,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-01"", ""flight_no"": ""CA188"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""business""}"
book_flight_006__clear,book_flight_006,book_flight_002,main,train,clear,en,travel,book_flight,Book a Beijing to Shenzhen flight,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-01"", ""flight_no"": ""CA188"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""business""}"
book_flight_006__incomplete,book_flight_006,book_flight_002,main,train,incomplete,en,travel,book_flight,Book a Beijing to Shenzhen flight,True,"[""date"", ""origin"", ""destination""]","[""change_flight"", ""search_web""]","{""date"": ""2026-06-01"", ""flight_no"": ""CA188"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""business""}"
book_flight_006__misleading,book_flight_006,book_flight_002,main,train,misleading,en,travel,book_flight,Book a Beijing to Shenzhen flight,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-01"", ""flight_no"": ""CA188"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""business""}"
book_flight_007__ambiguous,book_flight_007,book_flight_002,main,train,ambiguous,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-06-06,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-06"", ""flight_no"": ""CA193"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""premium_economy""}"
book_flight_007__clear,book_flight_007,book_flight_002,main,train,clear,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-06-06,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-06"", ""flight_no"": ""CA193"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""premium_economy""}"
book_flight_007__incomplete,book_flight_007,book_flight_002,main,train,incomplete,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-06-06,True,"[""date"", ""origin"", ""destination""]","[""change_flight"", ""search_web""]","{""date"": ""2026-06-06"", ""flight_no"": ""CA193"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""premium_economy""}"
book_flight_007__misleading,book_flight_007,book_flight_002,main,train,misleading,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-06-06,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-06"", ""flight_no"": ""CA193"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""premium_economy""}"
book_flight_008__ambiguous,book_flight_008,book_flight_002,main,train,ambiguous,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-06-13,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-13"", ""flight_no"": ""CA200"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""economy""}"
book_flight_008__clear,book_flight_008,book_flight_002,main,train,clear,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-06-13,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-13"", ""flight_no"": ""CA200"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""economy""}"
book_flight_008__incomplete,book_flight_008,book_flight_002,main,train,incomplete,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-06-13,True,"[""date"", ""origin"", ""destination""]","[""change_flight"", ""search_web""]","{""date"": ""2026-06-13"", ""flight_no"": ""CA200"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""economy""}"
book_flight_008__misleading,book_flight_008,book_flight_002,main,train,misleading,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-06-13,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-13"", ""flight_no"": ""CA200"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""economy""}"
book_flight_009__ambiguous,book_flight_009,book_flight_002,main,train,ambiguous,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-06-20,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-20"", ""flight_no"": ""CA207"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""premium_economy""}"
book_flight_009__clear,book_flight_009,book_flight_002,main,train,clear,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-06-20,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-20"", ""flight_no"": ""CA207"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""premium_economy""}"
book_flight_009__incomplete,book_flight_009,book_flight_002,main,train,incomplete,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-06-20,True,"[""date"", ""origin"", ""destination""]","[""change_flight"", ""search_web""]","{""date"": ""2026-06-20"", ""flight_no"": ""CA207"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""premium_economy""}"
book_flight_009__misleading,book_flight_009,book_flight_002,main,train,misleading,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-06-20,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-06-20"", ""flight_no"": ""CA207"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""premium_economy""}"
book_flight_010__ambiguous,book_flight_010,book_flight_002,main,train,ambiguous,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-07-04,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-07-04"", ""flight_no"": ""CA221"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""economy""}"
book_flight_010__clear,book_flight_010,book_flight_002,main,train,clear,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-07-04,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-07-04"", ""flight_no"": ""CA221"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""economy""}"
book_flight_010__incomplete,book_flight_010,book_flight_002,main,train,incomplete,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-07-04,True,"[""date"", ""origin"", ""destination""]","[""change_flight"", ""search_web""]","{""date"": ""2026-07-04"", ""flight_no"": ""CA221"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""economy""}"
book_flight_010__misleading,book_flight_010,book_flight_002,main,train,misleading,en,travel,book_flight,Book a Beijing to Shenzhen flight on 2026-07-04,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-07-04"", ""flight_no"": ""CA221"", ""origin"": ""Beijing"", ""destination"": ""Shenzhen"", ""seat_class"": ""economy""}"
book_flight_011__ambiguous,book_flight_011,book_flight_003,main,dev,ambiguous,zh,travel,book_flight,Book a Guangzhou to Chengdu flight,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-07-15"", ""flight_no"": ""CZ3101"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""economy""}"
book_flight_011__clear,book_flight_011,book_flight_003,main,dev,clear,zh,travel,book_flight,Book a Guangzhou to Chengdu flight,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-07-15"", ""flight_no"": ""CZ3101"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""economy""}"
book_flight_011__incomplete,book_flight_011,book_flight_003,main,dev,incomplete,zh,travel,book_flight,Book a Guangzhou to Chengdu flight,True,"[""date"", ""flight_no""]","[""change_flight"", ""search_web""]","{""date"": ""2026-07-15"", ""flight_no"": ""CZ3101"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""economy""}"
book_flight_011__misleading,book_flight_011,book_flight_003,main,dev,misleading,zh,travel,book_flight,Book a Guangzhou to Chengdu flight,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-07-15"", ""flight_no"": ""CZ3101"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""economy""}"
book_flight_012__ambiguous,book_flight_012,book_flight_003,main,dev,ambiguous,zh,travel,book_flight,Book a Guangzhou to Chengdu flight（2026-07-20）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-07-20"", ""flight_no"": ""CZ3106"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""premium_economy""}"
book_flight_012__clear,book_flight_012,book_flight_003,main,dev,clear,zh,travel,book_flight,Book a Guangzhou to Chengdu flight（2026-07-20）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-07-20"", ""flight_no"": ""CZ3106"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""premium_economy""}"
book_flight_012__incomplete,book_flight_012,book_flight_003,main,dev,incomplete,zh,travel,book_flight,Book a Guangzhou to Chengdu flight（2026-07-20）,True,"[""date"", ""flight_no""]","[""change_flight"", ""search_web""]","{""date"": ""2026-07-20"", ""flight_no"": ""CZ3106"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""premium_economy""}"
book_flight_012__misleading,book_flight_012,book_flight_003,main,dev,misleading,zh,travel,book_flight,Book a Guangzhou to Chengdu flight（2026-07-20）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-07-20"", ""flight_no"": ""CZ3106"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""premium_economy""}"
book_flight_013__ambiguous,book_flight_013,book_flight_003,main,dev,ambiguous,zh,travel,book_flight,Book a Guangzhou to Chengdu flight（2026-07-27）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-07-27"", ""flight_no"": ""CZ3113"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""economy""}"
book_flight_013__clear,book_flight_013,book_flight_003,main,dev,clear,zh,travel,book_flight,Book a Guangzhou to Chengdu flight（2026-07-27）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-07-27"", ""flight_no"": ""CZ3113"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""economy""}"
book_flight_013__incomplete,book_flight_013,book_flight_003,main,dev,incomplete,zh,travel,book_flight,Book a Guangzhou to Chengdu flight（2026-07-27）,True,"[""date"", ""flight_no""]","[""change_flight"", ""search_web""]","{""date"": ""2026-07-27"", ""flight_no"": ""CZ3113"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""economy""}"
book_flight_013__misleading,book_flight_013,book_flight_003,main,dev,misleading,zh,travel,book_flight,Book a Guangzhou to Chengdu flight（2026-07-27）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-07-27"", ""flight_no"": ""CZ3113"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""economy""}"
book_flight_014__ambiguous,book_flight_014,book_flight_003,main,dev,ambiguous,zh,travel,book_flight,Book a Guangzhou to Chengdu flight（2026-08-03）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-08-03"", ""flight_no"": ""CZ3120"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""premium_economy""}"
book_flight_014__clear,book_flight_014,book_flight_003,main,dev,clear,zh,travel,book_flight,Book a Guangzhou to Chengdu flight（2026-08-03）,False,[],"[""change_flight"", ""search_web""]","{""date"": ""2026-08-03"", ""flight_no"": ""CZ3120"", ""origin"": ""Guangzhou"", ""destination"": ""Chengdu"", ""seat_class"": ""premium_economy""}"
